sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx,dp,ep,b/m,ntis,tbl,tms,dfy,svar
02/01/1980,-0.0046719539191908,-0.0039795047995472,-0.008393596258255,-0.0094508159436603,-0.0083439169385766,0.0004262771096139,0.0027677521114792,0.0054170865006462,0.0027643145726994,-0.0070837863355031,0.00666351196028,0.0052470831776432,-0.001948238284342,-0.001038577066871,-0.0122498664067052,-0.001031344823859,0.0541649996535582,-0.0173271606947054,-0.2691999999999979,-104.0,-0.017494984,0.0012660663140398,0.0011607313910158,0.0,0.1999999999999993,-0.0255172137557551,0.0642961262751553,0.0036886799478539,0.0543940720657989,-0.0757938393695338,0.0090117762180845,0.0009136793841371,-0.0030106600024275,0.0065882591243839,-0.0043337012571189,-0.00327264518992,-0.0007438939054456,-0.0075503714396312,0.0023964822632773,0.0018946063533977,0.0041348413268362,0.0023332922630512,0.0026196488532885,0.0015419252445916,39.7,0.0,40.1,7.2078598714324755,4.499809670330265,5.476463551931511,6.535241271013659,5.805134968916488,7.089243155027514,4.875197323201151,5.25227342804663,6.270988431858299,5.8522024797744745,,0.0052007580313588,-0.0995842621806151,0.0094638621063349,0.0089331050865304,0.0,0.000661826861001,0.0019053576674457,-0.0047458431197346,-0.0090758242922674,-0.0721640445080455,-0.0876108803430255,0.0059068915922368,0.0018972245588324,0.001532403222316,0.000164975,0.0389085329186915,0.0485228202298637,-0.1527750949999999,0.0215919353089071,0.3100000000000005,0.7400000000000002,0.8599999999999994,1.0199999999999996,1.8599999999999997,1.8599999999999997,1.6099999999999994,1.290000000000001,1.1500000000000004,-0.35,-1.27,-1.27,-0.21,-1.53,-1.72,-1.75,-0.56,0.0079235736413467,0.0280002222616976,0.0267991268492391,0.0109813982390267,-0.0073291985769476,-0.0002070500550894,-0.0002401125841187,-0.0050967957213554,0.0218240363655537,0.1296778233085325,0.050851485565146,-0.0014639244005634,-0.0023347137231768,-0.0057958562750943,0.0012585349728366,-0.005033467610243,-0.0038664898110978,-0.0015750821933693,-0.0015247658902017,-0.0026975200635481,-0.004010269041192,0.0003713111693901,0.0018057000818663,-0.0056992927652674,0.0037016199036057,0.0136408947255928,0.0312658883608385,0.0058223204165717,-0.0999999999999943,0.0076082896767921,-0.0148620800568615,0.0140006758812898,22.2919,0.0131231172683596,0.0139019468404364,0.0146179406740288,-0.0004702855148535,0.0085999999999999,-0.0099999999999999,-0.0013999999999999,-0.0046200472393937
03/01/1980,-0.0053277583376072,-0.003490052867221,-0.008178734412076,-0.0230333843975127,-0.0151581041196422,-0.0042555466083924,-0.0069553719371242,-0.0068087390262716,-0.0077536297558546,-0.0178774043474825,-0.0037992697121609,-0.0087095680386299,-0.0015520171934197,-0.0054322237522348,-0.0082645439185524,-0.0085719859451831,0.0471029926619381,-0.0482869291162462,-0.8856999999999999,-66.0,-0.0125365659999999,-0.0023928058371982,-0.0028241250969269,0.0,0.4000000000000003,-0.0118762429427619,0.0322031404946345,0.070366498076563,-0.0178046246335075,0.2024586451606973,0.037102165868017,0.0012206052857859,-0.0022538848791207,0.0063380128006054,-0.0124550938189802,-0.0001040691019777,-8.268904788266696e-05,-0.0001403607272987,0.0025267630797944,0.0002162980595681,0.0007940534638724,0.0005436523865292,0.0036159139438023,0.004304784951632,39.5,0.0,39.9,6.953684210870537,4.74493212836325,5.1647859739235145,6.206575926724928,5.564520407322694,6.895682697747868,4.812184355372417,4.875197323201151,6.135564891081739,5.605802066295998,,-0.0356790042239616,0.0054127333202185,0.0091027004112991,0.0091334695244764,0.041324503,-0.0154513961364228,-0.0045207091011096,-0.0103605846664578,0.0206750424791177,0.042939093447758,0.0257540412218348,-0.0005650227519371,-0.0041043110785921,-0.0074713038923723,-0.000923002,-0.0964383093985219,-0.097834371300232,0.5526465979999999,-0.1133333287722666,3.0600000000000005,3.03,2.34,2.17,1.9000000000000004,0.870000000000001,0.3399999999999998,0.5800000000000001,0.879999999999999,-0.38,-1.99,-2.16,-1.37,-3.72,-4.44,-4.23,-2.74,0.0319687956472058,0.0726919825653704,0.0167551014120626,-0.037658001399967,0.0151166667972393,-0.00370384791694,-0.0048678427636952,-0.0116077366184388,-0.0381589965135864,-0.1030095762263711,-0.1129250439014724,0.0010889758298624,0.0044235233758156,0.0019390613867669,-0.0028909478355076,0.0034887379549868,0.0011822790387086,0.0038045771655603,0.0023263517732177,0.0035833736127415,0.003604854499275,0.0014039392103892,-0.0018138517477339,0.0067624479461012,-0.0010477417048293,-0.0041728823591946,-0.0112762976396383,0.0013638275415672,-10.400000000000006,0.0015068132427362,0.0001851834098651,-0.0049642919277017,29.2535,0.116014821431166,0.1167730921824321,0.0581650279490212,0.0010502598823726,0.0234,-0.0281,0.0029999999999999,0.890205136398972
04/01/1980,-0.0012005454365926,-0.0020026911525352,-0.0128159937972553,-0.0216403648613461,-0.0133516103575406,-0.0199258691335306,-0.0155392751429186,-0.0123023582197969,-0.0160336140525165,-0.0439981424229016,-0.0054093369718088,-0.0100264649101302,-0.0243239489917259,-0.0330925587361581,-0.0168655518984879,-0.0204288836657178,-0.0039460513259133,-0.0368503431705624,-1.8299999999999983,-526.0,-0.128540461,0.0013988445386079,-0.0048254393794717,0.6000000000000005,0.4000000000000003,0.0856650831327101,0.0497956946714515,0.1507130690167946,0.1833190631110808,0.1051997310284909,0.1998215987556353,-0.0015947826502209,-0.0126104053245867,0.0094836294745954,-0.016628251437579,-0.0127783880682947,-0.0182756369546552,-0.0035154363701668,0.0025053213424115,-0.0054215367276793,-0.0035118367199089,-0.0061429619914665,0.0012024049544869,0.0174583953074574,39.5,-0.2000000000000001,39.8,6.957497370876951,4.804021044733257,5.075173815233827,6.2324480165505225,5.560681631015528,6.694562058521095,4.48863636973214,4.8283137373023015,5.973809611869261,5.303304908059076,,-0.0672150049116968,-0.0010708883176935,0.0007340791496304,0.0142345842099551,0.041324503,-0.0075467727481299,-0.0018742189864768,-0.0083125998193658,0.0114147282679368,0.0432322957788695,0.0810248437920415,-0.0087097209340454,-0.0010725010286449,-0.0052056337755868,-0.001235279,-0.0163701296468552,-0.026463345377345,0.136741583,-0.0276906731122048,0.4199999999999981,-1.0299999999999994,-2.0,-2.1499999999999986,-2.52,-1.6300000000000008,-1.2799999999999994,-0.9200000000000016,-0.2599999999999998,-1.83,-4.41,-4.73,-4.31,-5.77,-6.14,-5.57,-3.42,0.0088248148080793,-0.0016450637626608,0.0072035881773206,0.0022202596401825,0.0110207965235553,-0.002428307603604,-0.0035635052456024,-0.0034303760692617,-0.0082893219524473,0.0120462650985291,0.0200780186704214,-0.0038900316171597,-0.0067614841996741,-0.0198756806995055,-0.0014497273972322,-0.0072557639531964,-0.0049951158584189,-0.001601940979234,-0.0064915765176998,-0.0087717846422981,-0.0051302236544676,-0.0069805839013903,-0.0038202462735199,-0.0126762199275156,-0.004283963850737,-0.0027352670912343,-0.001161800610014,-0.007249442435717,-3.799999999999997,0.0104551992158352,0.0036132910623098,-7.317618622426636e-05,24.9285,-0.0323020795157473,-0.0479781459945396,-0.0390738558982689,0.0034694016992537,-0.0199999999999999,-0.0244,0.0066,-0.520823462416887
05/01/1980,-0.0030671401870385,-0.0041801160682499,-0.0048817270037715,-0.0128853446381178,0.0006006868502268,-0.0249056830762754,-0.0199338594853561,-0.017251383315155,-0.0214063872187812,-0.0658002433878017,-0.0053481570080231,-0.0157359529125962,-0.0299110465753686,-0.0502060566516293,-0.0300177217757511,-0.0299324777311902,-0.034225175898781,-0.0198261554977934,-2.5315000000000083,-319.0,-0.0822059309999999,0.0031659824122041,-0.0029064800607834,0.5999999999999996,-0.5,0.1067229540405403,0.0881274485340508,0.0267925169965757,0.0177870302027294,0.0397215339533767,0.1505170383419916,-0.0047333057604905,-0.0112021852185097,0.01335051676336,-0.008757213256592,-0.0131039833652977,-0.0186158633607629,-0.0039520164351447,-0.0023542205730215,-0.0021223920241517,-0.0019268042061053,-0.0015930028534274,0.0022006610861922,-0.0078094654852236,39.1,-0.2999999999999998,39.3,6.831953565565855,4.736198448394496,4.875197323201151,6.152732694704104,5.356586274672012,6.7580945044277305,4.653960350157523,4.90527477843843,5.998936561946683,5.384495062789089,,-0.0854083416208073,-0.1435237842826691,-0.0110883169749325,0.0062526608789159,0.0206622519999999,0.0145162880615226,0.005102036120161,-0.0031823970330524,-0.0185368043423501,-0.0611629584684543,-0.0403167283112504,-0.0136138135293908,-0.004207101499591,-0.003719003632904,-0.001786793,0.0446205959327068,0.0440003292624373,-0.2043916400000007,0.0366332599758159,-6.629999999999999,-6.289999999999999,-4.619999999999999,-4.23,-3.91,-1.8900000000000008,-1.290000000000001,-1.049999999999999,-1.0199999999999996,-1.49,-2.4,-2.33,-1.59,-1.03,-0.8,0.01,2.19,-0.0451263539609163,-0.0574256166952649,-0.0904614604090303,0.0410573248436532,-0.0101687173990639,-0.0035241638281915,-0.0023414722808512,0.0022382287171183,0.0414176956682279,-0.0387145121806904,0.0132594138499841,-9.779218862160376e-05,-0.002232099740894,0.0023947008756461,-6.646014793609822e-05,-3.509641336041369e-05,0.0048882868930171,-0.0028194512900068,-9.975544337859076e-05,0.001181130637188,-9.68322246297504e-05,0.002530898448628,-0.0013336341462206,0.0009401767668273,0.0044582781840962,0.0026274468920939,-0.0011359354906086,0.0042744280695554,-1.0,-0.0163492044871809,-0.0090605112480108,0.0073655283704949,20.0009,-0.0375698872910978,-0.0532330512765626,-0.0405233182414996,-0.0002949866148509,-0.0462,0.0179,0.0003,-0.5980591842346428
06/01/1980,0.0024663265447912,0.0016863239096043,0.004671117551894,-0.0028828022793554,0.0136656303151632,-0.012837443741696,-0.0084032064312538,-0.006412504940386,-0.0057229845847759,-0.0168400489415483,-0.0018415929044701,-0.0118611421923167,-0.0173222546373055,-0.0270850946819116,-0.0125634384095487,-0.0157353019897081,0.0183451932213181,-0.0022487183596027,-1.383499999999998,50.0,-0.0002543369999999,-0.001394419740329,-0.0026615812136814,0.0999999999999996,0.4000000000000003,-0.0964029450085508,0.0988593675656321,0.0114286958236222,-0.0338677787311834,0.0724176908663754,-0.014393444430901,-0.0035342185346234,-0.0110369984745233,0.0098721462593021,-0.0088345800569786,-0.0126828871176645,-0.0164363561778522,-0.006526697402295,-0.0008010943679188,-0.0027276215699991,-0.0021526622531435,-0.0013996351488909,0.0023952107259539,-0.0007903937179989,39.2,-0.1,39.2,7.086737934510577,4.890349128221754,5.225746673713202,6.442540166468199,5.517452896464707,7.0192966537150445,4.787491742782046,5.081404364984463,6.300785794663244,5.676753802268282,,0.0347998679867487,0.0594472054124022,-0.0024404684543117,0.0049154600765746,0.010331126,0.0085105259810047,0.0044120815607788,0.0014036605446694,0.0063131522810735,0.0088194650063249,-0.0071304481681839,0.0064915220966117,0.0003093279258177,0.0030522323609387,-0.0019023119999999,0.0620982201182966,0.0641245281695388,-0.2887409279999993,0.0547364652438631,-1.5099999999999998,-1.2200000000000006,-1.5099999999999998,-1.3500000000000003,-1.2300000000000004,-0.7399999999999984,-0.4000000000000003,-0.4100000000000001,-0.4599999999999991,-1.2,-2.4,-2.17,-1.31,-0.26,0.31,1.11,3.24,-0.023985312340403,-0.0177135356393164,-0.0479818432118746,0.0146189455308136,-0.0193496168981453,0.0034210093784263,0.0045399207607141,0.0033147878577581,-0.0068169783374125,0.0,0.0104442025150035,-9.588632683321664e-05,0.0010994568173465,-0.0084812186906475,-0.0014031824730666,-0.0012063305350586,-0.0037162240339014,0.0049100748352204,0.0011254495541228,-0.0024747193293137,-9.495422175120892e-05,-0.0014498902981867,0.0014283598582798,-0.0010476789598392,-0.002393659233586,0.0038762732430215,0.0010293433524393,0.0041835727442629,7.0,-0.000314314438194,0.0552982929602272,-0.0002601542348878,19.5831,-0.0187235387813244,-0.0343923643755466,-0.0198636946967495,0.0002525273035442,-0.0151,0.0298999999999999,-0.0005,-0.0963196868634215
07/01/1980,0.0075362805401724,-0.0032940249386541,0.0085727169746694,0.0125392422638874,0.02068446000521,-0.0072378304941178,0.0009069460857351,0.0013374216928072,0.000251305437632,-0.0014408589596057,0.0008418727428285,0.000145128329136,-0.0155453158970821,-0.0299519615282739,-0.0196727572867398,-0.0100572822574829,0.042094567599193,-0.014042962850846,-0.9380000000000024,13.0,-0.0129078539999999,0.0035430697205871,0.0011545591171024,0.2000000000000001,0.5,0.0142713941053322,-0.0217705227358031,0.1253302412917669,0.1183457502061484,0.1341780140502209,-0.08193219068926,-0.0029009529016477,-0.0113289509402605,-0.0145398361140021,-0.0100618273985979,-0.0116413216980078,-0.0129928963260628,-0.009439429357096,0.0001360801362899,-0.0011478233612436,-0.0007111743565797,-0.0009995395111275,0.0021905813798195,-0.0013999211026654,39.0,0.2000000000000001,39.1,7.145984467714388,4.787491742782046,5.2574953720277815,6.505784060128229,5.662960480135946,7.138073034044347,4.770684624465665,5.37989735354046,6.369900982828227,5.828945617610208,,0.0799328577353666,0.1007082106909127,0.0126783997526995,0.0075153791711031,-0.030993378,0.001401868108469,-0.0005102923156492,0.0093967990820198,-3.9605983834789527e-05,-0.0024604163370445,-0.0185831183510998,0.0064732301499299,0.0033674283917717,0.0063178527943206,-0.001891088,0.0443758814007093,0.0484943499386103,-0.1888136860000004,0.0498919890915494,-0.4400000000000013,0.1400000000000005,0.9900000000000002,0.7600000000000007,0.4900000000000002,0.3199999999999985,0.4700000000000006,0.4900000000000002,-0.0600000000000005,-0.62,-0.97,-0.97,-0.38,0.5,1.22,2.04,3.62,-0.0018470679560884,-0.0161030101429173,0.0146626960170106,0.0158419995718466,0.0006076652819481,0.0078587791928095,0.0077779566556621,-0.0011837301782877,0.042055772110058,0.0,0.0310073785494306,-0.0085329042883799,-1.0964491495180084e-05,0.0060335591933258,-4.480314841437405e-05,0.0023090133122449,-0.0024479236001413,-0.0242296529565066,-0.0122866612869998,0.0023861316385156,-0.0084915000275174,0.0014392712497235,-0.0041795804319351,0.0035407155886559,0.0014144243884834,-0.0053339614132852,-0.0021838316835669,-0.0029163690842655,3.5999999999999943,-0.0037310916903035,-0.053491332112479,0.0056634020458412,18.4314,-0.0557428274196789,-0.0697269051735212,-0.0747891722109973,0.0048496504919302,0.0099,0.0267999999999999,-0.0055,-0.0060381439387935
08/01/1980,0.0021937622941745,0.0036390659918144,0.0011739999522188,0.0071816263182604,0.0098905077944113,0.0031959408390367,0.0031182679915637,0.001854885843179,0.0036035731793928,0.0095316369222113,0.0015471431914528,-0.0024463686685143,0.0032844839528447,0.0092445081175123,0.0168485481703006,0.0069009219150473,0.0195961934802726,-0.0260586928306292,0.3366000000000042,17.0,0.0064445229999999,-0.000504051087848,0.0002833721302231,-0.0999999999999996,0.5999999999999996,-0.0125128942383447,-0.0580985286031818,0.0803896688751892,0.1033783544538344,0.050727523509658,-0.057121600507207,0.002878755343378,0.0068127602752223,-0.0025459558535496,0.0059578544702159,0.0075225211646277,0.0073950508677782,0.00772978369206,0.0014654673610223,0.0018031313794519,0.0031519859173894,0.0018610852557117,0.0023842649880219,-0.0004873888240748,39.2,0.1,39.5,7.269616749608169,4.875197323201151,5.3612921657094255,6.566672429803241,5.942799375126701,7.220373836723949,4.804021044733257,5.3981627015177525,6.448889394146858,5.971261839790462,,-0.016011389558912,-0.0971169978270438,0.0060994284154585,0.0053928613385085,-0.020662251,0.0005971058319493,-0.0003033445989508,0.0030417056990241,-0.0156986867568225,-0.0461529288061992,-0.0519612392520814,0.0081535104722014,-0.0006591402996516,1.7674696949576685e-05,-0.0012704649999999,0.0304174703866833,0.0363148109916258,-0.1145376499999999,0.0296361681000654,0.5800000000000001,1.16,1.0700000000000005,1.3499999999999996,1.59,1.3100000000000005,0.8499999999999996,0.5700000000000003,0.5,-0.04,-0.48,-0.2,0.63,1.23,1.49,2.03,3.54,0.0126693881511652,0.0272409482345444,0.0124814506620483,-0.0011805381251327,0.0059701669865037,-0.0046985467207614,-0.0046917089619249,0.0032242461778686,-0.0032749373667826,-0.0387145121806904,-0.0005166623726395,0.0060262801139323,0.0021796891421725,0.0023691758022694,-0.0013660865873292,0.0045648287885597,0.012027948321938,0.0063492276786583,0.00610725633517,0.0011418971058665,0.0048004784048627,0.0005654286082639,0.0069597187016716,0.0011989748924698,-0.0012549869655917,0.0038310851723308,0.0041999820673384,0.0026960284997861,5.0,-0.0074236470748996,-0.0049024899991891,0.0006923156745859,21.257,0.0013988539951172,-0.0125798472130806,0.0029230551191618,-0.0002041944661724,0.0107,0.0226999999999999,-0.0006999999999999,0.2258517019657828
09/01/1980,0.0044174845577433,0.0034641014312182,0.0002085668855489,0.0208439369916781,0.0032171207874629,0.0165102742614502,0.0135126266794434,0.012287548355593,0.0095711110931926,0.0449964103591966,-0.0030686345462056,0.0201516888874726,0.0195602584119449,0.0190370721992958,0.0177991605689893,0.0165818657875709,-0.0128995126635382,0.0169725539221134,1.069199999999995,165.0,0.035155949,-6.535856176270727e-05,0.0025568353654641,-0.2000000000000001,0.5,-0.0807750401852125,-0.0170749737525781,0.0657808111553421,0.0862670524297728,0.0379792480652163,-0.0899760785544074,0.0012644750786368,0.0029712729273327,0.0166847492511275,0.0054682296201953,0.0016820861829849,0.0035897249947538,-0.0014269408813927,0.000648953773501,0.0013638473514188,0.0028769356156601,0.0012420600230527,0.0023785937874549,-0.0048869981196251,39.4,0.0,39.6,7.293697720601438,5.068904202220232,5.69035945432406,6.507277712385012,5.846438775057725,7.302496423727326,4.912654885736052,5.476463551931511,6.582025138892826,5.958424693029782,,0.0868997416480255,0.0656077010715439,0.0129658214844763,0.0065565892124226,-0.0309933779999997,0.0008189383965717,-0.0023261628967468,-0.0004263483330406,0.0157184274353738,0.0796505123552426,0.0709201363164913,-0.000296143737291,-0.0007088490521462,0.0017981699887004,-0.001422812,0.0240011520995429,0.0246578184844894,-0.0814757649999995,0.0237047590250005,1.2599999999999998,1.4000000000000004,1.1399999999999988,1.16,1.2799999999999994,0.7799999999999994,0.4100000000000001,0.379999999999999,0.5499999999999989,0.1,-0.6,-0.3,0.65,0.75,0.64,1.15,2.83,-0.0107160485764383,-0.0079604224330904,-0.0433398384094179,0.0129098951183324,0.0047334311021335,-0.0067614841996741,-0.0089197336250448,-0.0066270644954293,-0.0314200169537182,-0.0153527090895853,-0.0336461564501844,0.0011405983457679,0.0010576213122641,0.0035010134827215,0.0039116028752301,-0.0012707349114116,-0.0002060604680282,0.0063492276786583,0.0036060303404052,0.0022942885433376,0.0035292090907876,0.0009080543833408,-0.0004731226290752,-0.0015833319171063,0.0027081804564632,-0.0026605666734536,-0.0042786216475785,-0.0028580836683502,6.400000000000006,6.563695043126927e-05,-0.0006250233763491,-0.0070419530615444,24.6892,-0.0176920389559076,-0.0316634028622266,0.0001823046530269,0.0038461959588012,0.0113999999999999,0.0157999999999999,0.0016999999999999,0.4419345141246404
10/01/1980,0.0086934905586399,0.0116210242632845,0.0123835779415975,0.0206695094859306,0.0230379000809293,0.0126156438248457,0.0109690380830387,0.0119111493233696,0.007256210928034,0.0171284382220822,0.0036210814005599,0.0184524596667987,0.0142807719775412,0.037840682392451,0.0093139557074763,0.017707883816628,-0.0173788079320731,-0.0165001995717215,1.165199999999999,12.0,-0.002534842,0.0028624327829227,0.0024194291870998,0.0,0.1999999999999993,0.0269355463587039,-0.0267613410605997,-0.0013001085254913,-0.0749674971758391,0.0928603528935951,-0.0972800109321774,0.0030658065108397,0.0033790157924933,0.0108712984104935,0.0022696332938494,0.0033016727781998,0.0047083529303861,0.0009990723731174,0.0029526987405983,0.0010897402048275,0.0016780750239409,0.0007034753927168,0.0039517933269657,0.0034234047372496,39.6,0.0999999999999996,39.8,7.328437352895162,4.727387818712341,5.598421958998375,6.673297967767654,5.855071922202427,7.219642040130735,4.90527477843843,5.480638923341991,6.447305862541213,5.886104031450156,,0.0299475063443832,0.0441207229312503,0.0118916871553533,0.0060033168727215,-0.0309933770000001,-0.0036085354664008,-0.0011351858472226,-0.0026153573659835,0.0030730006664327,-0.0075455989391008,0.0074935449454871,0.0059620696418321,0.0033539685016235,0.0028057264197585,-0.0014361389999999,0.0288294216068933,0.0321835376483008,-0.1133191260000003,0.0290368433671983,1.9400000000000013,1.549999999999999,1.3499999999999996,1.0600000000000005,0.9700000000000006,0.2400000000000002,0.2400000000000002,0.2900000000000009,0.5300000000000011,-0.29,-1.19,-1.18,-0.32,-0.95,-1.06,-0.5,1.42,0.0030780504847367,0.0138142154381631,-0.0240442376227081,0.0063515999074508,0.003770678904167,0.0032897254434143,0.002182067092308,0.005383553350347,0.0037271133889351,0.0540672212702757,0.0342413888483994,0.0011117225388499,0.0010367969338327,-0.002455101231293,-0.001383716883736,-0.0023624169969123,-0.0036947399013245,0.0062295545282013,0.0023208711713849,-0.0047967619927105,-9.006257948040997e-05,-0.0012167187970351,-0.0066322527810775,-0.0009173026355746,-0.0001354115811049,0.0024759845536634,0.0030991039169099,0.0026461487013151,1.2999999999999972,0.0047990010345202,0.0005328375550472,-0.0033992314156083,22.4744,-0.0109638940183747,-0.0118040748747083,0.0085411228419773,-0.0010268533808374,0.0134999999999999,0.0069,0.0024,-0.193155034058587
11/01/1980,0.0025178051628529,0.0048456180238716,-0.0027845834674522,0.0006652334744199,0.0081543098381828,0.0165143470000619,0.0109475465663777,0.009800883168332,0.0044635539479704,0.0242610588441616,-0.0029761668894625,0.0152659432726416,0.0220604380099351,0.0345612338700735,0.0179650420627108,0.0175018002014444,-0.0151131497865035,0.0184817464358593,1.1598000000000042,172.0,0.025347979,0.001516469800741,0.0022930484446845,0.0,0.5,-0.028206194560159,-0.0182472337744901,0.0099245690553368,-0.0409557648368217,0.0666000739218937,-0.0597403097392952,0.0028360673842549,0.0046120368445254,0.0176978368082671,-0.0004535147470026,0.0051203388879752,0.0078846312382019,0.0005704506714891,0.002193807133711,0.0015236439798016,0.0023797992810141,0.0018442718160329,0.002756992687642,0.0003050919875988,39.7,0.1,39.9,7.31986492980897,4.736198448394496,5.703782474656201,6.588926477533519,5.910796644040527,7.232010331664759,4.844187086458591,5.3981627015177525,6.483107351457199,5.942799375126701,,-0.0332639390203119,-0.0938499066945759,0.0030176123211056,0.0055409703502959,0.0,-0.0061741731498354,7.889508284630864e-05,-0.0036408456987704,-0.0025530064081777,-0.0241257448985505,-0.0422342986178316,0.0070576798148342,0.0002679857728482,-0.0039093085927159,-0.001163698,0.0413748370663551,0.0441587394492133,-0.1677822339999997,0.0431113919473951,3.039999999999999,2.66,2.110000000000001,1.8699999999999992,1.66,0.9700000000000006,0.9299999999999996,0.6600000000000001,0.4100000000000001,-0.67,-2.12,-2.35,-1.7,-3.02,-3.17,-2.88,-1.21,0.023219100338621,0.0378450665098957,0.0179121449218762,-0.0093128349452055,0.0146892898109489,-0.0011529281400992,0.0021462874544422,-0.0022308139280262,-0.0051295355761551,0.0,-0.0332549335572665,0.0010796933048391,-0.0032741838115564,0.0010947690505958,-0.0026448591394094,-6.256380073210721e-05,-0.0001102928412217,0.0010775442406263,-0.0012983592365172,0.0022965629776781,0.0010750901026597,0.000124067964788,0.0045085375273803,0.0004384474105427,-0.0010951033367314,-0.0001025529270148,-6.930239561686591e-05,0.0012220700743093,1.7000000000000028,-0.016973119470256,-0.0066397297112992,0.0069902181547067,23.1573,-0.0925628058339418,-0.0933954592151602,-0.0718307681071887,-0.0008199113175035,0.0211,-0.0143,-0.0025,0.0991885736944242
